,Timestep,tasmax_NorESM1-M_r1i1p1_rcp85_2006_2099_CONUS,tasmax_NorESM1-M_r1i1p1_rcp85_2006_2099_CONUSVAR,tasmax_NorESM1-M_r1i1p1_rcp85_2006_2099_CONUSSTD
25082,2074-09-04,29.819746017456055,3.6053194999694824,1.8987679481506348
25083,2074-09-05,29.162132263183594,4.736794948577881,2.176417827606201
25084,2074-09-06,29.723514556884766,3.733072280883789,1.9321160316467285
25085,2074-09-07,26.177494049072266,5.0183844566345215,2.2401750087738037
25086,2074-09-08,27.1539306640625,3.6309266090393066,1.9054991006851196
25087,2074-09-09,28.056880950927734,2.9633071422576904,1.7214258909225464
25088,2074-09-10,29.17430877685547,4.21063756942749,2.0519838333129883
25089,2074-09-11,28.665464401245117,4.292135715484619,2.071747064590454
25090,2074-09-12,28.639036178588867,4.263622283935547,2.064854145050049
25091,2074-09-13,29.488842010498047,3.948153495788574,1.986996054649353
25092,2074-09-14,30.27630043029785,4.533649444580078,2.129236936569214
25093,2074-09-15,29.257762908935547,3.5677661895751953,1.8888531923294067
25094,2074-09-16,30.37672996520996,3.8081774711608887,1.9514552354812622
25095,2074-09-17,29.40700912475586,3.5428848266601562,1.88225519657135
25096,2074-09-18,29.76018714904785,4.796348571777344,2.190056800842285
25097,2074-09-19,32.244895935058594,3.8868813514709473,1.971517562866211
25098,2074-09-20,33.44695281982422,3.56221866607666,1.887384057044983
25099,2074-09-21,29.302562713623047,7.496230602264404,2.737924575805664
25100,2074-09-22,23.972421646118164,4.713131904602051,2.1709749698638916
25101,2074-09-23,25.815528869628906,4.198429584503174,2.049006938934326
25102,2074-09-24,26.232799530029297,4.586398601531982,2.141587972640991
25103,2074-09-25,27.723316192626953,4.156256198883057,2.0386898517608643
25104,2074-09-26,29.666292190551758,4.1174702644348145,2.0291550159454346
25105,2074-09-27,27.404264450073242,3.679267644882202,1.9181417226791382
25106,2074-09-28,27.332429885864258,3.586883783340454,1.893907070159912
25107,2074-09-29,27.857074737548828,3.736654758453369,1.9330428838729858
25108,2074-09-30,28.489484786987305,3.344212293624878,1.8287187814712524
25109,2074-10-01,27.64583969116211,5.359978199005127,2.3151626586914062
